game_genre,resolution,preset,ray_tracing,upscaling,gpu_utilization,vram_used_mb,vram_utilization,cpu_utilization,ram_utilization,gpu_temperature,gpu_clock_mhz,gpu_power_watts,cpu_gpu_ratio,vram_pressure,thermal_throttle,resolution_width,resolution_height,total_pixels,preset_ordinal,fps,frame_time,low_1pct_fps,bottleneck_class,health_score
battle_royale,1280x720,high,0,dlss_balanced,63.81,2012.14,49.12,57.89,84.66,76.35,1675.7,70.69,0.9073,0,0,1280,720,921600,2,247.2,4.05,116.7,BALANCED,90.9
racing,1920x1080,ultra,0,fsr_quality,76.72,2687.62,65.62,43.09,79.14,85.36,1654.75,74.42,0.5617,0,1,1920,1080,2073600,3,109.3,9.15,65.7,THERMAL,70.0
fps_competitive,2560x1440,epic,0,dlss_quality,99.0,3062.02,74.76,75.34,90.55,93.03,1552.01,79.05,0.7611,1,1,2560,1440,3686400,4,39.9,25.06,18.3,THERMAL,41.6
fps_competitive,1920x1080,high,0,none,81.4,2300.66,56.17,44.36,83.39,86.24,1693.55,77.16,0.545,1,1,1920,1080,2073600,2,148.0,6.76,67.6,THERMAL,65.0
rpg_open_world,1920x1080,ultra,0,dlss_quality,74.53,2896.1,70.71,48.85,77.49,79.49,1695.0,68.5,0.6553,0,0,1920,1080,2073600,3,79.6,12.56,50.3,BALANCED,86.5
racing,2560x1440,high,0,none,97.9,2801.9,68.41,57.15,82.45,90.36,1486.5,78.03,0.5838,0,1,2560,1440,3686400,2,53.6,18.66,29.3,THERMAL,60.7
racing,1920x1080,medium,0,dlss_performance,60.01,1736.25,42.39,28.51,75.18,70.22,1695.0,53.49,0.4751,0,0,1920,1080,2073600,1,244.2,4.1,133.0,BALANCED,100.0
rpg_open_world,1920x1080,high,0,none,71.36,2399.09,58.57,56.07,74.53,80.03,1695.0,71.86,0.7857,0,0,1920,1080,2073600,2,74.1,13.5,39.2,BALANCED,84.9
battle_royale,1920x1080,ultra,0,dlss_balanced,77.51,2593.79,63.33,53.69,78.68,85.91,1674.32,70.28,0.6927,0,1,1920,1080,2073600,3,101.6,9.84,60.6,THERMAL,70.0
battle_royale,2560x1440,high,0,dlss_quality,86.16,2449.66,59.81,46.85,80.06,81.44,1518.27,70.71,0.5438,0,0,2560,1440,3686400,2,83.6,11.96,44.6,BALANCED,80.7
moba,3840x2160,high,0,fsr_balanced,99.0,2996.74,73.16,48.35,79.83,90.77,1695.0,78.14,0.4884,1,1,3840,2160,8294400,2,53.4,18.73,30.8,THERMAL,65.6
battle_royale,3840x2160,low,0,none,80.73,1639.6,40.03,50.92,66.71,76.14,1695.0,74.06,0.6307,0,0,3840,2160,8294400,0,43.7,22.88,22.7,BALANCED,85.7
strategy,2560x1440,low,0,dlss_balanced,63.09,1642.26,40.09,69.32,78.79,64.75,1695.0,62.44,1.0987,0,0,2560,1440,3686400,0,80.8,12.38,45.7,BALANCED,100.0
fps_competitive,1920x1080,high,0,none,85.69,2088.4,50.99,60.8,86.89,83.55,1597.84,70.17,0.7095,1,0,1920,1080,2073600,2,165.6,6.04,75.4,BALANCED,69.4
moba,1920x1080,low,0,dlss_quality,50.08,1306.31,31.89,61.08,85.18,65.62,1695.0,57.84,1.2198,0,0,1920,1080,2073600,0,400.0,2.5,193.4,BALANCED,95.0
fps_aaa,1920x1080,low,0,dlss_performance,53.51,1276.99,31.18,45.9,75.78,65.04,1695.0,66.53,0.8579,0,0,1920,1080,2073600,0,245.1,4.08,116.0,BALANCED,100.0
fps_aaa,1920x1080,high,0,dlss_performance,66.1,2075.13,50.66,47.95,79.98,86.28,1531.38,65.56,0.7254,0,1,1920,1080,2073600,2,148.9,6.72,92.0,THERMAL,70.0
rpg_open_world,1920x1080,medium,1,none,54.91,2159.57,52.72,47.35,80.96,72.55,1549.02,63.36,0.8623,0,0,1920,1080,2073600,1,43.2,23.15,24.9,BALANCED,88.8
rpg_open_world,1920x1080,ultra,0,fsr_quality,89.52,2895.65,70.69,49.66,76.28,88.62,1633.86,78.95,0.5547,0,1,1920,1080,2073600,3,65.1,15.36,31.0,THERMAL,70.0
rpg_open_world,3840x2160,ultra,0,dlss_balanced,97.46,3431.86,83.79,52.08,75.94,94.35,1525.25,80.0,0.5344,1,1,3840,2160,8294400,3,19.2,52.08,10.5,THERMAL,42.8
racing,1920x1080,high,0,none,68.23,1916.06,46.78,57.74,96.83,80.93,1695.0,68.61,0.8463,0,0,1920,1080,2073600,2,107.7,9.29,66.3,BALANCED,67.2
strategy,1920x1080,ultra,0,dlss_performance,69.92,2520.48,61.54,80.63,71.52,83.01,1695.0,69.87,1.1531,1,0,1920,1080,2073600,3,87.8,11.39,50.6,BALANCED,76.0
battle_royale,1920x1080,ultra,0,none,76.72,2715.08,66.29,61.57,82.29,84.21,1647.49,75.34,0.8025,0,0,1920,1080,2073600,3,71.1,14.06,42.9,BALANCED,67.4
moba,2560x1440,medium,0,fsr_balanced,84.69,2282.5,55.73,47.73,82.71,89.01,1688.57,76.6,0.5635,1,1,2560,1440,3686400,1,189.5,5.28,89.6,THERMAL,65.0
fps_aaa,2560x1440,ultra,1,none,80.14,3652.95,89.18,39.37,72.36,87.38,1643.78,71.73,0.4913,1,1,2560,1440,3686400,3,15.5,64.52,7.7,THERMAL,40.3
fps_competitive,1920x1080,low,0,none,51.39,1391.93,33.98,58.84,80.44,70.33,1680.09,73.25,1.145,0,0,1920,1080,2073600,0,295.0,3.39,163.8,BALANCED,100.0
fps_aaa,2560x1440,ultra,0,dlss_quality,83.75,2903.84,70.89,47.65,83.34,78.36,1692.75,75.99,0.569,0,0,2560,1440,3686400,3,49.3,20.28,22.7,BALANCED,77.8
moba,1920x1080,medium,1,dlss_quality,70.55,2178.86,53.19,74.96,83.41,67.45,1660.68,70.62,1.0625,1,0,1920,1080,2073600,1,154.7,6.46,96.4,BALANCED,95.0
moba,2560x1440,ultra,0,dlss_performance,96.12,3054.46,74.57,57.97,74.5,81.5,1684.26,80.0,0.6031,1,0,2560,1440,3686400,3,117.2,8.53,52.8,GPU,80.5
strategy,1920x1080,ultra,1,fsr_quality,84.06,3633.45,88.71,62.96,75.54,76.13,1692.59,74.06,0.749,1,0,1920,1080,2073600,3,22.9,43.67,10.8,MEMORY,71.9
racing,2560x1440,low,0,none,51.68,1349.88,32.96,57.39,86.5,66.83,1695.0,68.84,1.1104,0,0,2560,1440,3686400,0,115.1,8.69,69.2,BALANCED,95.0
battle_royale,1920x1080,medium,0,fsr_balanced,73.6,1952.52,47.67,39.31,73.43,77.89,1683.14,66.37,0.5341,0,0,1920,1080,2073600,1,154.1,6.49,71.1,BALANCED,91.3
racing,2560x1440,high,1,fsr_balanced,87.33,3270.37,79.84,42.17,82.88,81.86,1695.0,74.29,0.4828,1,0,2560,1440,3686400,2,54.3,18.42,32.3,BALANCED,70.6
fps_competitive,3840x2160,high,0,none,99.0,2941.16,71.81,60.18,78.12,93.24,1618.72,77.88,0.6079,1,1,3840,2160,8294400,2,29.8,33.56,13.5,THERMAL,49.9
battle_royale,1920x1080,ultra,0,dlss_quality,95.17,2726.48,66.56,71.38,89.95,92.25,1647.74,80.0,0.75,0,1,1920,1080,2073600,3,72.6,13.77,41.5,THERMAL,65.0
battle_royale,1920x1080,high,1,none,72.17,2769.14,67.61,36.57,87.97,78.56,1695.0,63.96,0.5067,0,0,1920,1080,2073600,2,45.4,22.03,22.2,BALANCED,74.6
fps_aaa,3840x2160,ultra,0,fsr_quality,95.17,3559.92,86.91,50.78,81.11,90.22,1650.0,79.82,0.5335,1,1,3840,2160,8294400,3,22.6,44.25,10.4,THERMAL,45.1
racing,1920x1080,medium,1,fsr_quality,56.29,2156.08,52.64,42.44,81.51,69.34,1564.89,62.05,0.754,0,0,1920,1080,2073600,1,98.9,10.11,49.9,BALANCED,100.0
racing,2560x1440,high,1,none,93.7,3337.93,81.49,45.82,77.73,84.81,1695.0,77.85,0.489,1,0,2560,1440,3686400,2,36.5,27.4,19.3,MEMORY,54.9
moba,3840x2160,medium,0,dlss_performance,76.22,2515.49,61.41,63.62,69.82,79.06,1642.04,73.8,0.8348,1,0,3840,2160,8294400,1,126.1,7.93,75.8,BALANCED,87.8
battle_royale,2560x1440,ultra,0,none,99.0,3060.56,74.72,50.79,84.33,94.4,1597.67,80.0,0.5131,1,1,2560,1440,3686400,3,24.1,41.49,14.7,THERMAL,41.1
battle_royale,1920x1080,high,0,fsr_balanced,71.77,2233.45,54.53,44.27,75.08,75.11,1695.0,66.33,0.6168,0,0,1920,1080,2073600,2,126.9,7.88,80.4,BALANCED,99.7
rpg_open_world,1920x1080,high,0,fsr_quality,72.32,2353.84,57.47,49.28,69.36,71.18,1695.0,66.29,0.6813,0,0,1920,1080,2073600,2,102.6,9.75,65.8,BALANCED,100.0
racing,2560x1440,medium,0,fsr_quality,92.81,2208.66,53.92,28.36,78.63,82.17,1588.57,76.54,0.3055,0,0,2560,1440,3686400,1,123.6,8.09,74.9,GPU,78.5
fps_aaa,3840x2160,high,0,none,99.0,2889.22,70.54,30.75,76.1,84.93,1620.5,79.11,0.3106,0,0,3840,2160,8294400,2,26.8,37.31,12.6,GPU,48.1
rpg_open_world,2560x1440,high,0,dlss_quality,77.38,2572.32,62.8,60.23,84.32,78.53,1561.67,75.54,0.7783,0,0,2560,1440,3686400,2,53.1,18.83,24.5,BALANCED,79.8
fps_aaa,1920x1080,medium,1,none,60.25,2272.19,55.47,37.34,86.03,77.04,1656.51,70.36,0.6198,0,0,1920,1080,2073600,1,51.8,19.31,31.8,BALANCED,83.4
rpg_open_world,1920x1080,medium,0,dlss_performance,53.99,1758.4,42.93,51.36,87.41,66.88,1611.95,71.38,0.9513,0,0,1920,1080,2073600,1,158.4,6.31,71.9,BALANCED,95.0
fps_aaa,2560x1440,high,0,none,90.2,2713.7,66.25,31.97,72.01,85.06,1695.0,80.0,0.3544,0,1,2560,1440,3686400,2,64.1,15.6,33.6,THERMAL,70.0
fps_competitive,1920x1080,medium,1,none,62.8,2119.66,51.75,55.2,77.59,74.83,1605.89,70.67,0.879,1,0,1920,1080,2073600,1,118.7,8.42,63.7,BALANCED,100.0
fps_competitive,1920x1080,high,0,none,69.81,2309.34,56.38,56.0,85.49,77.63,1695.0,70.96,0.8022,1,0,1920,1080,2073600,2,180.2,5.55,100.6,BALANCED,87.1
battle_royale,1920x1080,ultra,0,none,82.95,2488.37,60.75,66.87,76.32,80.86,1614.03,75.92,0.8061,0,0,1920,1080,2073600,3,72.3,13.83,44.1,BALANCED,82.4
strategy,1920x1080,epic,0,dlss_performance,78.24,2722.34,66.46,77.82,75.46,84.99,1675.81,70.55,0.9947,1,0,1920,1080,2073600,4,54.0,18.52,34.4,BALANCED,66.0
battle_royale,2560x1440,high,1,dlss_quality,80.71,3027.4,73.91,35.93,85.41,81.7,1651.14,74.05,0.4451,1,0,2560,1440,3686400,2,43.9,22.78,25.7,BALANCED,64.2
strategy,1920x1080,ultra,0,dlss_quality,80.78,2696.05,65.82,68.33,78.23,79.0,1695.0,66.54,0.8458,1,0,1920,1080,2073600,3,61.3,16.31,34.0,BALANCED,88.0
strategy,1920x1080,medium,0,none,72.59,1733.46,42.32,58.14,80.38,76.33,1695.0,71.39,0.801,0,0,1920,1080,2073600,1,67.9,14.73,39.0,BALANCED,96.0
strategy,1920x1080,high,0,none,59.76,2364.88,57.74,92.37,88.58,66.3,1695.0,65.25,1.5456,0,0,1920,1080,2073600,2,46.7,21.41,26.7,CPU,76.1
rpg_open_world,2560x1440,ultra,0,dlss_quality,99.0,2980.25,72.76,67.7,77.74,86.43,1695.0,80.0,0.6838,0,1,2560,1440,3686400,3,42.9,23.31,22.7,THERMAL,58.6
battle_royale,2560x1440,ultra,0,dlss_quality,99.0,3123.86,76.27,52.86,76.06,93.59,1589.87,65.55,0.534,1,1,2560,1440,3686400,3,45.1,22.17,29.3,THERMAL,60.1
moba,2560x1440,high,0,fsr_balanced,87.87,2451.11,59.84,64.68,72.78,92.36,1560.49,80.0,0.7361,1,1,2560,1440,3686400,2,143.2,6.98,66.8,THERMAL,70.0
strategy,2560x1440,ultra,0,dlss_performance,81.8,3227.21,78.79,73.07,82.09,85.43,1695.0,72.7,0.8933,1,1,2560,1440,3686400,3,38.2,26.18,24.2,THERMAL,50.5
racing,2560x1440,high,0,dlss_balanced,81.64,2605.43,63.61,57.63,83.37,82.73,1695.0,67.8,0.7059,0,0,2560,1440,3686400,2,118.8,8.42,72.1,BALANCED,71.8
fps_aaa,2560x1440,medium,0,none,77.2,1964.0,47.95,27.8,73.86,76.77,1695.0,65.74,0.3601,0,0,2560,1440,3686400,1,66.8,14.97,32.2,BALANCED,94.7
battle_royale,1920x1080,medium,0,dlss_balanced,69.56,1670.62,40.79,62.68,74.33,70.96,1628.97,80.0,0.9011,0,0,1920,1080,2073600,1,204.5,4.89,106.6,BALANCED,100.0
strategy,1920x1080,ultra,0,none,85.49,2429.9,59.32,77.06,86.69,82.87,1633.62,78.11,0.9014,0,0,1920,1080,2073600,3,40.6,24.63,18.9,BALANCED,58.5
battle_royale,1920x1080,medium,0,fsr_balanced,66.4,1661.91,40.57,54.65,87.55,69.47,1695.0,63.3,0.823,0,0,1920,1080,2073600,1,170.3,5.87,100.3,BALANCED,95.0
strategy,1920x1080,high,0,dlss_balanced,84.69,2292.56,55.97,72.61,66.97,80.16,1552.38,77.51,0.8573,0,0,1920,1080,2073600,2,101.4,9.86,48.1,BALANCED,84.5
strategy,1920x1080,medium,0,fsr_quality,53.98,1873.53,45.74,65.35,90.53,61.95,1544.61,73.25,1.2107,0,0,1920,1080,2073600,1,84.6,11.82,50.0,BALANCED,85.0
fps_competitive,1920x1080,high,0,fsr_quality,72.66,2221.14,54.23,72.31,82.35,78.74,1695.0,71.89,0.9952,1,0,1920,1080,2073600,2,206.9,4.83,121.2,BALANCED,83.8
fps_aaa,1920x1080,high,1,dlss_quality,72.63,3099.81,75.68,39.35,83.75,74.3,1695.0,76.64,0.5418,0,0,1920,1080,2073600,2,62.1,16.1,38.1,BALANCED,95.0
fps_competitive,1920x1080,high,0,none,75.67,2222.9,54.27,50.02,84.14,79.31,1639.14,70.11,0.6611,1,0,1920,1080,2073600,2,174.7,5.72,97.5,BALANCED,82.1
moba,2560x1440,high,0,none,87.34,2545.85,62.15,59.08,74.57,85.91,1658.72,80.0,0.6764,1,1,2560,1440,3686400,2,109.4,9.14,57.4,THERMAL,70.0
moba,2560x1440,ultra,0,none,98.21,2984.43,72.86,47.62,77.96,94.59,1604.61,75.7,0.4849,1,1,2560,1440,3686400,3,45.6,21.93,27.5,THERMAL,60.4
fps_aaa,1920x1080,high,0,fsr_balanced,78.35,2473.12,60.38,37.82,71.39,76.66,1566.22,69.98,0.4827,0,0,1920,1080,2073600,2,121.3,8.24,69.3,BALANCED,95.0
battle_royale,2560x1440,ultra,0,dlss_quality,92.26,2866.48,69.98,40.83,83.6,87.0,1584.41,73.5,0.4425,0,1,2560,1440,3686400,3,53.4,18.73,28.6,THERMAL,60.6
moba,2560x1440,ultra,0,dlss_quality,91.67,3099.51,75.67,48.18,77.64,95.46,1364.82,80.0,0.5256,1,1,2560,1440,3686400,3,69.7,14.35,41.8,THERMAL,70.0
battle_royale,1920x1080,medium,1,fsr_balanced,68.71,2277.63,55.61,39.33,70.6,77.13,1695.0,65.56,0.5724,0,0,1920,1080,2073600,1,92.5,10.81,43.3,BALANCED,93.6
battle_royale,2560x1440,medium,0,none,72.51,2113.09,51.59,37.36,80.14,75.21,1695.0,70.72,0.5153,0,0,2560,1440,3686400,1,63.6,15.72,38.0,BALANCED,99.4
strategy,3840x2160,ultra,0,none,89.34,3565.7,87.05,72.25,73.13,89.68,1650.09,75.78,0.8087,1,1,3840,2160,8294400,3,8.8,113.64,4.2,THERMAL,35.9
moba,3840x2160,ultra,0,none,93.11,3427.43,83.68,53.72,80.9,86.82,1635.68,76.57,0.5769,1,1,3840,2160,8294400,3,26.2,38.17,16.7,THERMAL,47.5
battle_royale,2560x1440,high,0,dlss_performance,82.19,2433.14,59.4,68.63,87.19,84.98,1583.06,75.6,0.8351,0,0,2560,1440,3686400,2,91.6,10.92,45.1,BALANCED,65.0
rpg_open_world,1920x1080,high,0,none,73.05,2377.15,58.04,63.15,75.87,76.8,1695.0,71.46,0.8645,0,0,1920,1080,2073600,2,75.3,13.28,34.9,BALANCED,94.6
racing,1920x1080,high,0,none,69.82,2379.31,58.09,62.2,80.84,79.51,1695.0,73.67,0.8909,0,0,1920,1080,2073600,2,124.2,8.05,75.8,BALANCED,86.5
racing,3840x2160,high,0,dlss_balanced,99.0,2778.29,67.83,47.0,79.31,88.87,1656.83,80.0,0.4747,0,1,3840,2160,8294400,2,55.4,18.05,25.7,THERMAL,66.9
fps_aaa,1920x1080,high,0,dlss_balanced,63.96,2330.85,56.91,53.23,73.17,78.36,1644.47,68.65,0.8323,0,0,1920,1080,2073600,2,148.3,6.74,95.6,BALANCED,89.9
strategy,2560x1440,low,0,none,67.35,1448.04,35.35,63.53,68.71,70.34,1672.21,67.29,0.9433,0,0,2560,1440,3686400,0,56.7,17.64,36.5,BALANCED,97.8
racing,1920x1080,medium,1,none,69.35,2083.09,50.86,31.82,84.54,69.79,1614.75,70.27,0.4589,0,0,1920,1080,2073600,1,73.3,13.64,34.1,BALANCED,95.0
strategy,1920x1080,low,0,fsr_balanced,48.45,1517.04,37.04,74.64,77.3,59.48,1604.91,61.15,1.5407,0,0,1920,1080,2073600,0,149.6,6.68,96.8,BALANCED,100.0
fps_aaa,2560x1440,low,0,none,73.33,1643.98,40.14,63.41,82.09,73.34,1695.0,76.79,0.8647,0,0,2560,1440,3686400,0,79.2,12.63,51.3,BALANCED,95.0
fps_competitive,3840x2160,low,0,none,86.98,1822.49,44.49,72.56,85.74,81.96,1674.02,77.31,0.8343,0,0,3840,2160,8294400,0,81.5,12.27,43.5,BALANCED,74.1
racing,3840x2160,ultra,0,fsr_balanced,95.75,3351.93,81.83,61.27,84.02,87.58,1695.0,79.68,0.6399,1,1,3840,2160,8294400,3,31.4,31.85,17.2,THERMAL,45.9
racing,2560x1440,medium,0,dlss_performance,68.16,2148.77,52.46,46.21,74.92,71.8,1676.56,74.76,0.6779,0,0,2560,1440,3686400,1,171.9,5.82,104.7,BALANCED,100.0
racing,3840x2160,low,0,none,99.0,1759.4,42.95,50.24,86.19,84.23,1695.0,73.05,0.5075,0,0,3840,2160,8294400,0,50.3,19.88,25.3,GPU,60.9
fps_competitive,1920x1080,low,0,dlss_balanced,51.75,1279.8,31.25,45.67,83.34,71.65,1678.54,62.89,0.8825,0,0,1920,1080,2073600,0,400.0,2.5,214.4,BALANCED,95.0
fps_competitive,2560x1440,epic,0,dlss_quality,99.0,2995.78,73.14,50.18,81.92,93.04,1695.0,77.49,0.5069,1,1,2560,1440,3686400,4,48.3,20.7,27.8,THERMAL,62.2
racing,1920x1080,high,0,none,72.64,2150.94,52.51,39.76,79.98,72.62,1695.0,68.34,0.5474,0,0,1920,1080,2073600,2,110.5,9.05,67.4,BALANCED,100.0
racing,1920x1080,high,0,none,82.02,2021.25,49.35,45.79,71.66,81.18,1695.0,72.47,0.5582,0,0,1920,1080,2073600,2,116.1,8.61,62.0,BALANCED,81.5
fps_competitive,1920x1080,medium,1,fsr_quality,78.6,2059.07,50.27,63.78,72.5,84.9,1695.0,61.54,0.8115,1,0,1920,1080,2073600,1,146.5,6.83,92.7,BALANCED,70.3
moba,3840x2160,low,0,fsr_balanced,72.29,1642.59,40.1,46.21,73.2,71.25,1594.89,67.96,0.6391,0,0,3840,2160,8294400,0,136.8,7.31,87.0,BALANCED,100.0
moba,1920x1080,medium,0,none,59.84,1759.96,42.97,39.05,82.35,67.75,1650.23,62.7,0.6525,0,0,1920,1080,2073600,1,224.8,4.45,143.5,BALANCED,95.0
fps_competitive,1280x720,medium,0,none,60.46,1644.9,40.16,50.63,71.36,67.91,1646.31,63.52,0.8375,0,0,1280,720,921600,1,290.0,3.45,155.4,BALANCED,100.0
fps_competitive,2560x1440,medium,0,none,79.56,2028.34,49.52,54.29,74.14,84.41,1695.0,64.83,0.6825,0,0,2560,1440,3686400,1,122.5,8.16,56.2,BALANCED,71.8
moba,2560x1440,ultra,0,dlss_balanced,99.0,2982.15,72.81,67.1,83.16,94.42,1594.26,80.0,0.6778,1,1,2560,1440,3686400,3,67.6,14.79,36.7,THERMAL,65.0
rpg_open_world,3840x2160,medium,1,fsr_quality,92.39,2503.15,61.11,76.81,81.49,85.31,1695.0,75.18,0.8314,0,1,3840,2160,8294400,1,19.1,52.36,8.8,THERMAL,42.7
moba,1920x1080,medium,0,fsr_quality,68.33,1761.3,43.0,51.02,80.66,72.79,1695.0,69.32,0.7467,0,0,1920,1080,2073600,1,298.2,3.35,143.5,BALANCED,100.0
racing,1920x1080,high,0,none,82.6,2174.7,53.09,39.37,84.92,75.69,1663.92,74.86,0.4766,0,0,1920,1080,2073600,2,118.8,8.42,66.1,BALANCED,92.9
fps_aaa,3840x2160,high,0,fsr_balanced,82.71,2767.33,67.56,57.91,73.43,89.42,1634.24,74.33,0.7001,0,1,3840,2160,8294400,2,35.8,27.93,20.8,THERMAL,53.9
moba,1920x1080,high,0,dlss_quality,60.51,2166.63,52.9,72.8,76.27,68.95,1552.04,71.96,1.2031,1,0,1920,1080,2073600,2,305.1,3.28,141.6,BALANCED,100.0
strategy,1920x1080,high,1,dlss_balanced,69.49,3073.19,75.03,65.62,78.97,76.13,1644.48,73.79,0.9442,1,0,1920,1080,2073600,2,42.9,23.31,19.7,BALANCED,85.2
moba,3840x2160,high,0,none,96.62,2765.44,67.52,75.32,88.91,92.58,1625.56,79.99,0.7795,1,1,3840,2160,8294400,2,35.6,28.09,19.9,THERMAL,48.7
fps_aaa,1920x1080,medium,0,none,52.46,1462.02,35.69,42.86,80.17,67.03,1695.0,64.13,0.8169,0,0,1920,1080,2073600,1,109.1,9.17,67.2,BALANCED,100.0
rpg_open_world,3840x2160,epic,0,dlss_quality,99.0,3777.81,92.23,44.21,75.15,94.84,1520.43,80.0,0.4466,1,1,3840,2160,8294400,4,12.7,78.74,6.0,THERMAL,38.5
fps_competitive,1920x1080,low,0,none,63.82,1222.11,29.84,52.94,80.04,63.72,1695.0,70.61,0.8295,0,0,1920,1080,2073600,0,295.9,3.38,174.0,BALANCED,100.0
racing,1920x1080,low,0,fsr_quality,53.13,1363.92,33.3,37.88,75.85,65.35,1695.0,54.05,0.7129,0,0,1920,1080,2073600,0,264.1,3.79,120.4,BALANCED,100.0
fps_aaa,3840x2160,ultra,0,none,87.23,3373.45,82.36,61.12,78.1,87.49,1600.45,80.0,0.7007,0,1,3840,2160,8294400,3,18.9,52.91,9.0,THERMAL,42.6
strategy,1920x1080,low,0,dlss_quality,52.27,1385.59,33.83,77.55,74.71,57.58,1646.2,66.68,1.4836,0,0,1920,1080,2073600,0,127.5,7.84,58.7,BALANCED,100.0
moba,2560x1440,ultra,0,dlss_quality,81.34,2914.31,71.15,61.71,72.25,85.0,1695.0,69.29,0.7587,1,1,2560,1440,3686400,3,105.2,9.51,55.9,THERMAL,70.0
fps_aaa,1920x1080,low,0,fsr_balanced,61.2,1368.75,33.42,35.62,76.05,68.29,1695.0,64.07,0.582,0,0,1920,1080,2073600,0,177.9,5.62,88.6,BALANCED,100.0
strategy,2560x1440,medium,0,none,78.03,1840.79,44.94,67.26,78.42,78.89,1657.73,67.14,0.862,0,0,2560,1440,3686400,1,44.7,22.37,21.6,BALANCED,78.1
strategy,2560x1440,high,0,none,99.0,2325.65,56.78,64.82,66.72,93.4,1418.34,77.79,0.6548,0,1,2560,1440,3686400,2,27.9,35.84,17.8,THERMAL,48.6
rpg_open_world,1920x1080,medium,1,fsr_quality,51.65,2020.47,49.33,57.6,58.56,69.45,1606.36,66.38,1.1153,0,0,1920,1080,2073600,1,63.6,15.72,36.3,BALANCED,100.0
moba,1920x1080,medium,0,fsr_balanced,61.38,1855.56,45.3,67.95,88.13,78.11,1695.0,57.88,1.1071,0,0,1920,1080,2073600,1,389.8,2.57,196.9,BALANCED,85.7
fps_competitive,1280x720,high,0,none,70.91,2031.14,49.59,66.11,70.44,76.47,1673.06,66.53,0.9323,0,0,1280,720,921600,2,267.3,3.74,173.6,BALANCED,95.6
fps_aaa,1920x1080,high,1,none,82.56,2786.2,68.02,51.78,85.37,85.91,1695.0,73.6,0.6272,0,1,1920,1080,2073600,2,46.7,21.41,26.9,THERMAL,56.1
fps_competitive,3840x2160,low,0,fsr_quality,81.1,1408.59,34.39,81.68,84.35,77.8,1695.0,75.59,1.0072,0,0,3840,2160,8294400,0,105.7,9.46,53.8,BALANCED,86.6
racing,2560x1440,epic,0,fsr_quality,97.99,2947.68,71.96,55.02,81.04,93.16,1584.15,78.18,0.5615,0,1,2560,1440,3686400,4,40.4,24.75,19.2,THERMAL,56.9
strategy,1280x720,ultra,0,dlss_quality,53.24,2146.96,52.42,78.09,79.72,78.1,1642.44,61.75,1.4667,0,0,1280,720,921600,3,92.6,10.8,41.7,BALANCED,90.7
strategy,1920x1080,high,1,none,83.66,3029.33,73.96,73.27,71.48,81.9,1502.37,70.3,0.8758,1,0,1920,1080,2073600,2,26.9,37.17,12.5,BALANCED,57.2
moba,1920x1080,ultra,0,fsr_quality,94.41,2464.82,60.18,49.54,84.82,91.84,1517.38,79.13,0.5248,1,1,1920,1080,2073600,3,121.4,8.24,71.5,THERMAL,65.0
battle_royale,1920x1080,ultra,0,dlss_performance,81.94,2806.53,68.52,51.29,82.38,84.55,1538.87,70.5,0.6259,0,0,1920,1080,2073600,3,130.9,7.64,64.8,BALANCED,66.3
fps_aaa,1920x1080,medium,0,none,70.38,1607.71,39.25,59.02,77.73,75.37,1681.86,69.84,0.8386,0,0,1920,1080,2073600,1,107.4,9.31,54.2,BALANCED,98.9
racing,1920x1080,high,0,dlss_balanced,75.76,2116.09,51.66,56.87,86.2,78.02,1695.0,74.51,0.7506,0,0,1920,1080,2073600,2,177.8,5.62,99.8,BALANCED,86.0
rpg_open_world,3840x2160,high,0,dlss_balanced,99.0,2696.86,65.84,57.86,84.52,93.82,1394.11,76.38,0.5845,0,1,3840,2160,8294400,2,29.2,34.25,16.5,THERMAL,44.5
fps_competitive,1920x1080,low,0,none,60.67,1117.24,27.28,43.2,67.88,62.12,1586.56,62.69,0.7121,0,0,1920,1080,2073600,0,317.1,3.15,183.8,BALANCED,100.0
racing,1920x1080,high,0,none,68.84,2263.68,55.27,39.08,67.74,73.62,1654.72,68.08,0.5677,0,0,1920,1080,2073600,2,120.6,8.29,69.2,BALANCED,100.0
racing,1920x1080,high,0,dlss_balanced,58.23,2264.15,55.28,53.2,86.34,72.7,1631.66,64.36,0.9135,0,0,1920,1080,2073600,2,200.8,4.98,102.3,BALANCED,95.0
rpg_open_world,1920x1080,high,0,none,82.62,2229.54,54.43,59.17,73.01,87.56,1691.29,70.38,0.7162,0,1,1920,1080,2073600,2,74.6,13.4,47.6,THERMAL,70.0
fps_competitive,1920x1080,epic,0,fsr_quality,99.0,2407.33,58.77,57.35,72.11,96.66,1622.55,80.0,0.5793,1,1,1920,1080,2073600,4,77.5,12.9,35.1,THERMAL,70.0
battle_royale,1920x1080,medium,0,fsr_quality,60.6,1846.43,45.08,51.53,79.25,66.1,1652.43,63.17,0.8503,0,0,1920,1080,2073600,1,147.4,6.78,90.5,BALANCED,100.0
moba,1920x1080,medium,0,none,45.53,1703.67,41.59,43.9,78.73,63.55,1691.74,58.89,0.9642,0,0,1920,1080,2073600,1,239.7,4.17,147.2,BALANCED,100.0
battle_royale,2560x1440,ultra,0,none,88.26,2832.21,69.15,55.35,76.74,85.65,1641.42,73.2,0.6271,0,1,2560,1440,3686400,3,41.3,24.21,21.9,THERMAL,57.5
